IČO organizace:2;Název organizace:;Právní forma:;Velikostní kategorie:;Adresa:;Kraj:;Okres:;Obec:;Datum vzniku:;Rok vzniku:;Instituce v likvidaci:;Činnost:;Obor:;Nadační kapitál:;Statutární orgán:;Zakladatel:;Počet pobočných spolků:;Popis účelu:;Živnostenské oprávnění:;X:;Y:;GlobalID;x;y
431346;Akademie Jana Amose Komenského, z.s. - oblast Jihlava;Pobočný spolek;1 - 5 zaměstnanců;Jihlava, 58601, Jihlava, Havlíčkova 5719/46;Kraj Vysočina;Jihlava;Jihlava;31/12/1976;"1 976";aktivní;Ostatní vzdělávací služby jinde neuvedené;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému vzdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"15,588";"49,404";5d87596b-47bf-4f78-bae1-ccdc33751c07;"15,588";"49,404"
431419;Akademie Jana Amose Komenského, z.s. - oblast Žďár nad Sázavou;Pobočný spolek;1 - 5 zaměstnanců;Žďár nad Sázavou, 59101, Žďár nad Sázavou 3, Komenského 1190/1;Kraj Vysočina;Žďár nad Sázavou;Žďár nad Sázavou;01/01/1980;"1 980";aktivní;Ostatní vzdělávací služby jinde neuvedené;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smylu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosdti a kvalifikace všech občanů a na vytváření systému vzdělávání dospělých jako součásti cerloživotního vzdělávání.  2. V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování  vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány,  - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"15,935";"49,564";3644607f-19d6-4085-8830-02c60ee6b8c5;"15,935";"49,564"
431435;Akademie Jana Amose Komenského, z.s. - oblast Bruntál;Pobočný spolek;Neuvedeno;Bruntál, 79201, Bruntál, Partyzánská 1619/7;Moravskoslezský kraj;Bruntál;Bruntál;31/12/1976;"1 976";aktivní;Umění;Kultura;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a  spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému vzdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"17,468";"49,989";2c942708-44af-4eef-869c-32a89774d822;"17,468";"49,989"
431443;Akademie Jana Amose Komenského, z.s. - oblast Frýdek-Místek;Pobočný spolek;Neuvedeno;Frýdek-Místek, 73801, Místek, Havlíčkova 233;Moravskoslezský kraj;Frýdek-Místek;Frýdek-Místek;01/10/1980;"1 980";aktivní;Umění;Kultura;není k dispozici;Statutární orgán;není k dispozici;0;AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace včech občanů a na vytváření systému vzdělávání dospělých jako součásti celoživotního vzdělávání.  V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifkikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"18,343";"49,669";b02a09db-093b-4c1d-8225-2c8bf2ce87b3;"18,343";"49,669"
431516;Akademie Jana Amose Komenského, z.s. - oblast Šumperk;Pobočný spolek;6 - 9 zaměstnanců;Šumperk, 78701, Šumperk, nám. Míru 211/4;Olomoucký kraj;Šumperk;Šumperk;31/12/1976;"1 976";aktivní;Místní a regionální rozvoj;Ostatní;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému vzdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkréítním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulkturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"16,971";"49,965";0a291307-561c-4753-9bec-7925dbc32288;"16,971";"49,965"
431982;Svaz českých divadelních ochotníků, OV JIHLAVA;Pobočný spolek;Neuvedeno;Jihlava, Divadelní;Kraj Vysočina;Jihlava;Jihlava;31/12/1976;"1 976";aktivní;Umění;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"15,589";"49,398";dcc5cb13-3416-4aa5-9bb3-ea7497588c18;"15,589";"49,398"
433128;MYSLIVECKÝ SPOLEK JASENEC - POLICE;Spolek;Neuvedeno;Police, 75644, Police 142;Zlínský kraj;Vsetín;Police;31/12/1976;"1 976";aktivní;Rybářství a myslivost;Myslivost a rybářství;není k dispozici;Statutární orgán;není k dispozici;0;Společný výkon práva myslivosti v najaté honitbě v souladu se schváleným plánem mysliveckého hospodaření a lovu a veřejně prospěšná činnost.;ANO;"17,866";"49,457";5502ffc0-37f1-44ad-aee2-b1b6889b7d00;"17,866";"49,457"
433161;Územní sdružení Českého zahrádkářského svazu Praha - Město;Pobočný spolek;1 - 5 zaměstnanců;Praha, 13000, Žižkov (Praha 3), Rokycanova 318/15;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,516";"50,065";8e8965cb-6550-456e-afb9-c63e5294bb76;"14,516";"50,065"
433195;Územní sdružení Českého zahrádkářského svazu Beroun;Pobočný spolek;Neuvedeno;Beroun, 26601, Beroun-Město, Plzeňská 29/12;Středočeský kraj;Beroun;Beroun;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,069";"49,963";7f7c2bcc-92dd-4998-bc38-7603da6196a4;"14,069";"49,963"
433209;Územní sdružení Českého zahrádkářského svazu Kladno;Pobočný spolek;Neuvedeno;Kladno, 27201, Kladno, Kleinerova 1477;Středočeský kraj;Kladno;Kladno;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,096";"50,144";51071374-14cc-4ec0-8f1d-63db5e107674;"14,096";"50,144"
433217;Územní sdružení Českého zahrádkářského svazu Kolín;Pobočný spolek;Neuvedeno;Starý Kolín, 28123, Bašta, A. Jiráska 64;Středočeský kraj;Kolín;Starý Kolín;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"15,295";"50,012";c32cbd3a-c7aa-4b12-8deb-ed95d036243b;"15,295";"50,012"
433225;Územní sdružení Českého zahrádkářského svazu Kutná Hora;Pobočný spolek;Neuvedeno;Kutná Hora, 28401, Kutná Hora-Vnitřní Město, Slavíkova 575/7;Středočeský kraj;Kutná Hora;Kutná Hora;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"15,274";"49,949";071a06c8-b8a3-4a5b-8ede-58ecc59d3686;"15,274";"49,949"
433233;Územní sdružení Českého zahrádkářského svazu Mělník;Pobočný spolek;Neuvedeno;Mělník, 27601, Mělník, Studentská 2484/9;Středočeský kraj;Mělník;Mělník;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,488";"50,346";f52d4427-b2ae-42bb-95d2-545084bb9cb6;"14,488";"50,346"
433241;Územní sdružení Českého zahrádkářského svazu Mladá Boleslav;Pobočný spolek;Neuvedeno;Mnichovo Hradiště, 29501, Mnichovo Hradiště, Čsl. armády 1247;Středočeský kraj;Mladá Boleslav;Mnichovo Hradiště;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,97";"50,519";6411d380-1192-4357-b16b-1a132fc6d143;"14,97";"50,519"
433268;Územní sdružení Českého zahrádkářského svazu Praha - východ;Pobočný spolek;Neuvedeno;Praha, 13000, Žižkov (Praha 3), Rokycanova 318/15;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,455";"50,085";7d5e7a4d-e4c1-4030-930a-7e8c697c8db2;"14,455";"50,085"
433276;Územní sdružení Českého zahrádkářského svazu Praha - západ;Pobočný spolek;Neuvedeno;Praha, 13000, Žižkov (Praha 3), Rokycanova 318/15;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,455";"50,085";8da3af11-ecfb-40de-b83d-737f9a1b0b99;"14,455";"50,085"
433284;Územní sdružení Českého zahrádkářského svazu Příbram;Pobočný spolek;Neuvedeno;Rožmitál pod Třemšínem, 26242, Starý Rožmitál, Rybova 152;Středočeský kraj;Příbram;Rožmitál pod Třemšínem;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"13,859";"49,607";f201126c-e4dc-436c-b3b7-9aac0213ba46;"13,859";"49,607"
433292;Územní sdružení Českého zahrádkářského svazu Rakovník;Pobočný spolek;Neuvedeno;Rakovník, 26901, Rakovník II, Sadová 2438;Středočeský kraj;Rakovník;Rakovník;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"13,723";"50,109";472783b2-7fe3-4f11-889e-81b4213a2021;"13,723";"50,109"
433314;Územní sdružení Českého zahrádkářského svazu České Budějovice;Pobočný spolek;Neuvedeno;České Budějovice, 37001, České Budějovice 1, Kněžská 86/11;Jihočeský kraj;České Budějovice;České Budějovice;01/07/1980;"1 980";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,476";"48,974";c98da6b7-a9c8-41d7-93b7-0c0bfddf4b1a;"14,476";"48,974"
433322;Územní sdružení Českého zahrádkářského svazu Český Krumlov;Pobočný spolek;Neuvedeno;Křemže, 38203, Bohouškovice 20;Jihočeský kraj;Český Krumlov;Křemže;01/06/1984;"1 984";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,317";"48,924";e279f375-b6de-4f57-9b74-bcacb050b0b4;"14,317";"48,924"
433331;Územní sdružení Českého zahrádkářského svazu Jindřichův Hradec;Pobočný spolek;Neuvedeno;Jindřichův Hradec, 37701, Jindřichův Hradec III, sídliště Vajgar 696;Jihočeský kraj;Jindřichův Hradec;Jindřichův Hradec;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"15,018";"49,138";0b2fa37d-7d2b-4903-b898-04e9c46db29d;"15,018";"49,138"
433349;Územní sdružení Českého zahrádkářského svazu Pelhřimov;Pobočný spolek;Neuvedeno;Pelhřimov, 39301, Pelhřimov, Na Obci 1669;Kraj Vysočina;Pelhřimov;Pelhřimov;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"15,226";"49,435";e0981610-e5c3-4f2c-9972-6703b0e33626;"15,226";"49,435"
433357;Územní sdružení Českého zahrádkářského svazu Písek;Pobočný spolek;Neuvedeno;Písek, 39701, Vnitřní Město, Leoše Janáčka 41/5;Jihočeský kraj;Písek;Písek;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,149";"49,307";f96f2c90-3292-4731-900a-5011584afc56;"14,149";"49,307"
